"Category","RelativePath","Bytes","Chars","Lines","SHA256","ChunkChars","TotalChunks","ReadUntil","Status"
"00-book","00-book\Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De.md","341937","339201","2403","B25BEEE28AC7C4873250469A5A01E20E57D23EEF2A201CD5BF2E3DD23844EE7F","7000","49","0","PENDING"
"00-book","00-book\Digital Materialities ： Design and Anthropology -- Sarah Pink; Elisenda Ardèvol;.md","633962","626840","2897","BC9C233483441D5FEFCFD3F1A118BB3640E0CBCF603018917FB012677578AE83","7000","90","0","PENDING"
"00-book","00-book\DILLON, ANDREW. Beyond Usability Process, Outcome and Affect in Human Computer Interaction.md","25565","25542","198","C1C6CCA2D10767ED1B0FFCE1010F17AF9FD90B0DC2AE3733CBC8E40D3AD74DE3","7000","4","0","PENDING"
"00-book","00-book\Don Norman：《The Design of Future Things》.md","351676","348236","34","6C672A2A3EB3E534F95433F5BDE2A8DB1F6AD36AB16D8A19D42F357BC50D3272","7000","50","0","PENDING"
"00-book","00-book\Donald A. Norman：《Emotional Design Why We Love (Or Hate) Everyday Things》.md","481303","480566","18","2CEA09D6B34502343DEB7F46FD5EE370654A0284BA36730E5EE1EE073400C733","7000","69","0","PENDING"
"00-book","00-book\Donald A. Norman：《The Design of Everyday Things》.md","537791","536934","520","F09C8A826BAA973271453BD77E41CE8399A55ED3C69786E3D53B9087830547E1","7000","77","0","PENDING"
"00-book","00-book\Donald A. Schön：《The Reflective Practitioner How Professionals Think In Action》.md","671650","670246","26","19ECFF704AC5D3F8DAE9E7B36D0540BA0FF452DEE66F6CC634C76A161CC32E3E","7000","96","0","PENDING"
"00-book","00-book\Donald A_ Schon：《The Reflective Practitioner，1983》.md","675336","674061","4118","53A4E4D7E85604D2D475A6E0A33F8460A674877BBD90B45E39F255678E545FB3","7000","97","0","PENDING"
"00-book","00-book\Donald Quataert：《Ottoman Manufacturing in the Age of the Industrial Revolution》.md","647765","643905","40","0E6D3890028569C0F312473644F410098015382B96883E876477E0435DB244C4","7000","92","0","PENDING"
"00-book","00-book\Donna J. Haraway：《Staying with the Trouble Making Kin in the Chthulucene》，2016.md","794340","784010","38","E202D21799A5210F7B5E24F5FD62F04E69E65E65E9A9C670963FF886C2E72FB0","7000","113","0","PENDING"
"00-book","00-book\Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》.md","921111","910927","75","6B4753F3B578423D48A4844E60FAFA431674C60277F7D781A73904CA6496DD39","7000","131","0","PENDING"
"00-book","00-book\E. P. Thompson：《William Morris romantic to revolutionary》.md","1518996","1513464","46","6B682878D02C86956251CDE067F0659F48B49B04CB8B06CC25F2BC51F80D1A22","7000","217","0","PENDING"
"00-book","00-book\E.H. Gombrich：《The Story of Art》，1950.md","873246","871337","38","F558B18CBAD3BFB4660E818FF078B00299EC976E01941A8622AC0C7A134B7236","7000","125","0","PENDING"
"00-book","00-book\Edgar Kaufmann, Jr：《Nineteenth-Century Design》.md","69015","68968","4","D5C3A7A9C607A75E4B6BB9D8A25E40792258C3FC00DC26A391977699B38EEA9C","7000","10","0","PENDING"
"00-book","00-book\Edward R. Tufte：《The Visual Display of Quantitative Information》，1983.md","283008","282184","404","B0203B09840DAF2F14E87D6DC2184E628029E2388B8F563BD19D8065592B2AFB","7000","41","0","PENDING"
"00-book","00-book\Edward Rolf Tufte：《Visual Explanations Images and Quantities, Evidence and Narrative》.md","367096","365622","3796","13349A2CAE5142BA50A3D9A624ED8EAE401D45E089F9761D0AECA7A8BC12D129","7000","53","0","PENDING"
"00-book","00-book\Edward Steinfeld, Jordana Maisel：《Universal Design Creating Inclusive Environments》，2012.md","1151196","1144339","53","5209AB9986E97ADFA60EC9A0C0FEB592783C63EB5234DB9B8814222F9C4621B0","7000","164","0","PENDING"
"00-book","00-book\Edward T. Hall：《The Hidden Dimension》，1966.md","10959","10956","4","ECEFF49BB912FFAC207C583803FD0BE4D0391DB23BA0CC6A8667BF2FC1A0560E","7000","2","0","PENDING"
"00-book","00-book\Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》.md","267750","265733","25","A1A97946C94E40AFC227CBB48DB1943F8BA0C11C0711ABAEB8BFF5A8C128CFC6","7000","38","0","PENDING"
"00-book","00-book\Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》.md","777477","774639","32","B5732027F3A2B739D7BB6124FF4A506367CC958FAA62C856E410BDA721F93410","7000","111","0","PENDING"
"00-book","00-book\Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007.md","368574","365017","21","5FD159347878B8E860A6B3362D5C81731E0A0839E2D79C7EB2D9D3273DB5EE6E","7000","53","0","PENDING"
"00-book","00-book\Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》.md","689739","686313","30","6AF45CE7BE6A2B45580F7AADCC5A4E7C4F1C0FE938A257A9EAFC42AA8DE5B0A1","7000","99","0","PENDING"
"00-book","00-book\Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996.md","604502","595704","106","BE255F1E6A4470EC6849804C74AB5666BBB01B5C88030E288D9C8255BC9E28F7","7000","86","0","PENDING"
"00-book","00-book\Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》.md","142592","142210","1135","D016D787D78EFC9DB4D04927917FF8CD422EE9CB963FC7CAC816B7B6635952D3","7000","21","0","PENDING"
"00-book","00-book\Ellen Lupton：《Thinking with Type》，2004.md","780005","776100","72","359B1827D8498A6757A36187F1E97D88700F3E085102690CAEC5CDD34D3BDFFA","7000","111","0","PENDING"
"00-book","00-book\Emil Ruder：《Typography - A Manual of Design [ Typographie ]》.md","513789","506322","5954","6CADF2C7F4B98D0CC10A5F66A78FBF6D689DF2835CF1BD73FF68E1FC621F449F","7000","73","0","PENDING"
"00-book","00-book\Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000.md","1133130","1131509","38","C0FE7A8E8BAE4086B4D942662C0F2B7E4AB7078A3631D858AF98F50EE60CA21F","7000","162","0","PENDING"
"00-book","00-book\Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008.md","746368","741961","22","258797F88EFBB0A1587F282974E79C76E896BB3A61E3D6AB38CB6F5E62029CBD","7000","106","0","PENDING"
"00-book","00-book\Erich Gamma：《Design Patterns Elements of Reusable Object-Oriented Software》.md","727142","722668","10215","DC3F91D32609CF0C208888BB5334183E80F050BA038CC175BBDDFD1D4F4F9916","7000","104","0","PENDING"
"00-book","00-book\Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》.md","714211","617917","3703","1C14C6AF4BD1E1F46796AE7DB72BA205BF2C7D67B79A8A96B17EE86EA95FCDAA","7000","89","0","PENDING"
"00-book","00-book\Ezio Manzini：《Design, When Everybody Designs An Introduction to Design for Social Innovation》，2015.md","571232","570072","8","CAC714EBEC6D1425C4C301DD1908961360D31F25AB0000D7C0C2AFA29DCAD6C2","7000","82","0","PENDING"
"00-book","00-book\Fallan, Kjetil, Design History Understanding Theory and Method, 2010.md","555588","547483","8133","1056D2B57725FFD773207C21521BB44CD00916D8951D5C1A4742542CBE342172","7000","79","0","PENDING"
"00-book","00-book\FALLMAN D. Design-oriented human-computer interaction[C].md","47560","47149","230","642F05DFDD14A9E0017ED87C88559DD5FEB584F52F40CAD0447F61407BBB67FC","7000","7","0","PENDING"
"00-book","00-book\Finlay Robert：《The pilgrim art cultures of porcelain in world history》.md","1287034","1268864","40","E02866ADB789BA54CB333F84344D66BB6A29436E827D8EE16B6D1B3E3DCC8EA2","7000","182","0","PENDING"
"00-book","00-book\Fiona Kerlogue, Tara Sosrowardoyo：《Batik design, style & history featuring selections from》，2004.md","202081","201522","6","E62B10EC510B1AED76FFAAB9A6C3BCB6E8E22E66A68E18951C228DF2F7F61D16","7000","29","0","PENDING"
"00-book","00-book\Fiona MacCarthy：《William Morris a life for our time》.md","2007097","1998365","71","55C075D7318356AF671F5735D040FF140878553B987A4830414643149A927D58","7000","286","0","PENDING"
"00-book","00-book\Forty, Adrian：Objects of Desire, 1986.md","648355","648102","537","DDC324641DA258738B47761D25C917FBE5C7913B29F1530E37EA19BB984AD2FB","7000","93","0","PENDING"
"00-book","00-book\Frank Whitford：《Bauhaus》.md","342564","341588","47","FE821396466577B647F004E9A651F325B80695875E6807CC3DA06F2E29831DA6","7000","49","0","PENDING"
"00-book","00-book\Frayling, Christopher：Art and Design：100 Years at the Royal College of Art, 1999.md","581379","578968","304","C0C3C713AEDBD47FE8FAC248468AA626D8D0FA06F2111CE6B48180A19D84DAA8","7000","83","0","PENDING"
"00-book","00-book\Fuad-Luke：《The eco-design handbook a complete sourcebook for the home and office》.md","1075262","1073596","12566","2EF475BD9305538FD2A661E2CB50AEA38701D04487229F03A975E74F6CFA82FF","7000","154","0","PENDING"
"00-book","00-book\Gaiter：《Visualizing a Black Future Emory Douglas and the Black Panther Party》.md","33411","33045","163","4B70183B4B17DC0EA8A7B04F330E9DC181D2DAC6440215EA136ADA2A7210C334","7000","5","0","PENDING"
"00-book","00-book\Gallo, Max：The Poster in History, 1974.md","365860","364652","68","B9C44E6040332BED2E7AE091B3957D41E423FF9408257F5CCA8BEBD56254A90C","7000","53","0","PENDING"
"00-book","00-book\Garrett：《The elements of user experience user-centered design for the Web and beyond》.md","241902","241085","2054","B6E61CC8F8707154986D52C20371CBA055EAEF23BF7E0ECA270F487EE87128E0","7000","35","0","PENDING"
"00-book","00-book\Gennifer Weisenfeld.：《Mavo Japanese Artists and the Avant-Garde, 1905-1931》.md","893491","881355","5200","0824BF5FB0A19A903330C183F3C5A5912388AF610C5D2AF95043788678EF88CA","7000","126","0","PENDING"
"00-book","00-book\Geoffrey Alan Jellicoe, Susan Jellicoe：《The Landscape of Man》，1975.md","564142","563236","30","D64CCCB738F405558ACE7F4E6419130139DA1426AC4057C785A9ED264FBF1684","7000","81","0","PENDING"
"00-book","00-book\George, Kenneth M.; Nordholt, Henk Schulte：《Outward Appearances Dressing State and Society in Indonesia》.md","10136","10122","1","43BC55A9F8EA83060C490F10F35E70A35FBBD8B6CDB4E2FC282628D9251B8E1E","7000","2","0","PENDING"
"00-book","00-book\Gilles Lipovetsky：《The Empire of Fashion Dressing Modern Democracy》，1987.md","799590","796780","14","88649D4C042B28D26BC0825FF48ADDC555F26A9D9B78D4D71F98C1C052FD6A90","7000","114","0","PENDING"
"00-book","00-book\Gillian Naylor：《The arts and crafts movement a study of its sources, ideals and influence on design theory》.md","422675","422199","14","8326F8913969DE543DB1D04660E29AD0B407A71900AD2F4DAB6E31CDAA277567","7000","61","0","PENDING"
"00-book","00-book\Giorgio Riello：《Cotton The Fabric That Made the Modern World》.md","1050243","1036242","72","703DDC4DED41E4B44B3DE25EB373ACD782114F0AA04AB9BD72D16BA1A1900150","7000","149","0","PENDING"
"00-book","00-book\Glenn Adamson：《Global Design History》.md","628063","621067","3819","85B0ED29BEB66DB3DB5F5ADAA60194C6B7B8DF8946C39899C26D46E4204332D0","7000","89","0","PENDING"
"00-book","00-book\Gombrich, E. H. (Ernst Hans)：《The sense of order a study in the psychology of decorative art》.md","1109453","1105873","55","97C0A3176F1168583CA15A53407D8C931380EDC3912B5E83E45519D9C567FBF1","7000","158","0","PENDING"
"00-book","00-book\Goss：《French art deco》.md","761774","756293","7269","15F42DA84D65767F504D6C1224B9A8E3405CD4CD46521AD452DFBCC25D137F85","7000","109","0","PENDING"
"00-book","00-book\Graeme Brooker Sally Stone：《Re-Readings 2 Interior Architecture and the Principl.md","518020","515592","4847","8C1A83BD56F89FA4593D2A11278FD2EEA304EAE316642CC452EBA9E2C7CCCBF5","7000","74","0","PENDING"
"00-book","00-book\Graham Pullin：《Design Meets Disability》，2009.md","294732","294120","12","CD5A4FD316C040BB8238E4312E1A41D47158AC290F0FE7CCB67A6076E70E8C66","7000","43","0","PENDING"
"00-book","00-book\Grand Designs Labor, Empire, and the Museum in Victorian Culture.md","701221","688683","5233","E7DA79AC5E40C0C670836A9CBC4926CB21EDE0DB96371995AAA7FA278B35BCCD","7000","99","0","PENDING"
"00-book","00-book\Graphic Design Theory： Readings from the Field (Design -- Armstrong, Helen(Autho.md","345265","342002","2741","FD3609062BD8EBBF6E26E0EA35478D7297E5B60DFACD00F11E2E98EFDAE01BE9","7000","49","0","PENDING"
"00-book","00-book\Greg Nudelman：《Android Design Patterns Interaction Design Solutions for Developers》.md","638243","633535","6374","FEAB78E437BAAA23CE3C8C15FB37D0D7E80B106D97431A2A418ED73C94D79707","7000","91","0","PENDING"
"00-book","00-book\Greiman：《Hybrid imagery the fusion of technology and graphic design》.md","102705","102275","1511","B4494F5D3F19DEBC3F7D7731795155C91A545EE4E6A2A5A163595DE0F718E020","7000","15","0","PENDING"
"00-book","00-book\Guy Julier：《From Visual Culture to Design Culture》.md","40911","40699","154","850E9F5632D1CEE306EED06C781A4A6598FA09FCC745D57233B4BA5AC33648ED","7000","6","0","PENDING"
"00-book","00-book\Guy Julier：《The Culture of Design》，2000.md","565866","563772","2","9FF25BA4DE8990AFEA8C969CDE622541325E74A3FD099E4AB5EF17B2DF6CE708","7000","81","0","PENDING"
"00-book","00-book\Guy, John：Woven Cargoes：Indian Textiles in the East, 1998.md","566255","564384","30","505290367EF5F932B2AD37945B11CD9C7A957207B5183F6A75E8EF5064D18CD5","7000","81","0","PENDING"
"00-book","00-book\Hans M. Wingler：《The Bauhaus Weimar, Dessau, Berlin, Chicago》，1969.md","1517217","1515329","47","8130E2AC5AE2FE3E0CEA86F638A7286DE44D6244251D9327F2C2D31CE357566B","7000","217","0","PENDING"
"00-book","00-book\Hazel Conway：《Design history a students handbook》.md","519003","517538","26","A50E9E04F7B475177E430DB1D6653948B061C9A5EC6B6F8319E5667288D45294","7000","74","0","PENDING"
"00-book","00-book\Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019.md","1684921","1679474","61","B1ECD7102D6426B6BC2C84AD370FE3EBCED3F701B4213F6FB0DC1F8B43E6CA8F","7000","240","0","PENDING"
"00-book","00-book\Heller：《Paul Rand》.md","472222","470575","5205","B38607E010FA7EC1AC99E8CEDA1D33A00655CDF122DF6496B8BCC107E8ECB4F6","7000","68","0","PENDING"
"00-book","00-book\Henry Dreyfuss：《Designing for People》，1967.md","324145","323401","46","09F87AC5C6BA092D2296C1B15E9B7D283C4FD920D91BAAE9D61549087D36B236","7000","47","0","PENDING"
"00-book","00-book\Herbert Spencer：《Pioneers of Modern Typography》，1969.md","162174","161160","74","64D10BF02A29994C20F5477384E8B1B3A72AD2685DB6FCD0DDEE43B6E99C6B53","7000","24","0","PENDING"
"00-book","00-book\Heskett, John：《Industrial design》.md","429781","428849","24","E832C677FCD0600328A64DE1ECE53DF11C53B5776F37B6DAAF0D3AAAF1160612","7000","62","0","PENDING"
"00-book","00-book\Heskett, John：Design：A Very Short Introduction, 2005.md","266509","265185","46","368766738A88D07EB76B0E7C2F7FD5FA116D1FEE93AC55EA7F0AABB40E3D80FD","7000","38","0","PENDING"
"00-book","00-book\Hobsbawm, Eric：《Age of Revolution 1789-1848》.md","952544","945363","51","00DF3DC2FF1913CDEF5EB3718C9DBB0ABE268ED8F120C2146C846CE5E9E22729","7000","136","0","PENDING"
"00-book","00-book\Holmes：《Mismatch How Inclusion Shapes Design》.md","226980","225096","2261","219095985C8661FDCF29E70D852BDD729222E789A58CA74EC422FF87BC281A6D","7000","33","0","PENDING"
"00-book","00-book\Hounshell：《From the American system to mass production, 1800-1932 the developmen.md","1292115","1285655","7780","ADB2A49A3F0BE8F26A7736E40408CF0F7AEA3ED09CB4AEEF438AACB3EE828C4F","7000","184","0","PENDING"
"00-book","00-book\Hugh Honour, John Fleming：《A World History of Art》.md","3366436","3359469","232","8C51D1FB01E6C9143D4DBDCA6F348581155720ADD9551EC64295D55E2D716F40","7000","480","0","PENDING"
"00-book","00-book\Ida Engholm：《Design for the New World From Human Design to Planet Design》，2023.md","426762","423787","46","AD7C1871E3CCD307D14B849084A9F633B857BF0E09B7C75D29813763A8D24FBC","7000","61","0","PENDING"
"00-book","00-book\Ingold, Tim：Making：Anthropology, Archaeology, Art and Architecture, 2010.md","40918","40446","1","4BFA4887BD83791C0814BF34807460212D7E211DA33D819D31D34F35DE366E3E","7000","6","0","PENDING"
"00-book","00-book\Isabelle Anscombe：《Arts and Crafts Style》.md","389656","388554","3679","48D07CC399C5E67BB9CA571671979A88ADD92D46B68DBBC176DBC47BFFD2CE18","7000","56","0","PENDING"
"00-book","00-book\James H. Fraser, Steven Heller：《Japanese Modern Graphic Design Between the Wars》，1996.md","91178","89420","22","5BA7D7CBB8A025FFBA8E24A998A5F7EF885BE678F321AF34277F1C578188FF88","7000","13","0","PENDING"
"00-book","00-book\James J. Gibson：《The Ecological Approach To Visual Perception》.md","328214","326967","130","595008AF4D6F23FD9E37D7581020BD9DBEF8AFAC61330FB6EEB7E42741FAB4C3","7000","47","0","PENDING"
"00-book","00-book\James：《Picture this World War I posters and visual culture》.md","772825","760106","4393","1DD84D8C8638839EB9C9853D78CA7E6D8D4702F9359337A68E31021A55D36BBF","7000","109","0","PENDING"
"00-book","00-book\Jan Borchers：《A Pattern Approach to Interaction Design》.md","355248","353410","3473","F225A7435B402C05160F5A42971B0E2E7DDB4D1AAAF97E6A7CF21640F3757BE9","7000","51","0","PENDING"
"00-book","00-book\Jane Jacobs：《The Death and Life of Great American Cities》，1961.md","968288","967218","22","9F6A4AC3A6B65EFBAB434E1DFA12D3100E8BE79A4EC74DD9CA047511EB5724C6","7000","139","0","PENDING"
"00-book","00-book\Jean Baudrillard：《The Consumer Society Myths and Structures》，1970.md","586790","586662","40","BB8D672FBEDE13CAEB89211146C5DE291C70A9F115D0645321DC36681AA50298","7000","84","0","PENDING"
"00-book","00-book\Jean Baudrillard：《The System Of Objects》，1968.md","378192","377186","10","EF8F1D145C0A10901C4EB4E89EB36F2FAB9BDE5EE8A1B0666EFE9D16B555AF88","7000","54","0","PENDING"
"00-book","00-book\Jeffrey Auerbach：《The Great Exhibition of 1851 A Nation on Display》.md","926504","924066","6713","E224F0E2EB2474059C5AE0D8E39F9983BEAA4CC88C713E531908B2C1CAF6545A","7000","133","0","PENDING"
"00-book","00-book\Jeffrey L. Meikle：《Design in the USA》.md","594419","585994","4315","CC94447FD4FB5BD6D574B908D49A2E04B1D5A10A808E412C092C3691083F1D4C","7000","84","0","PENDING"
"00-book","00-book\Jeffrey L. Meikle：《Twentieth Century Limited Industrial Design in America, 1925-1939》，2001.md","684181","679292","14","78D0A682B5A7F2D8195E425993A2878BAD38578B748555D9420FC86E9D55D416","7000","98","0","PENDING"
"00-book","00-book\Jenifer Tidwell：《Designing Interfaces》.md","917447","907134","10846","DAE078CE2BD867FC4E626D5D16350B0D1C13D5B78569114D9FAAAAF238EEF382","7000","130","0","PENDING"
"00-book","00-book\Jenny L. Davis：《How Artifacts Afford The Power and Politics of Everyday Things》.md","346367","342272","2215","5E3FE910764BE6A4BB47D3E9EC0FE5DF019D3398D62E899EAD47F70A775C1E6F","7000","49","0","PENDING"
